title,url
"Unchanged frequency and decreasing magnitude of outbursts from ice-dammed lakes in Alaska (Rick et al., 2023)",https://www.nature.com/articles/s41467-023-41794-6
"RGI 7.0 Consortium (2023), Randolph Glacier Inventory: A Dataset of Global Glacier Outlines, Version 7.0. NSIDC.",https://nsidc.org/data/nsidc-0770/versions/7
"Glacier dammed lakes and outburst floods in Alaska, Hydrologic Atlas 455 (Post & Mayo, 1971)",https://doi.org/10.3133/ha455
NWS Alaska Glacier Dammed Lakes Main Page,https://www.weather.gov/aprfc/gdlMain
